Title;Abstract;StoreId;AccessionNumber;AlternateTitle;ArticleType;AuthorAffiliation;Authors;coden;companies;copyright;correspondenceAuthor;digitalObjectIdentifier;documentType;elecISSN;elecPubDate;entryDate;isbn;issn;issue;language;languageOfSummary;originalTitle;pages;placeOfPublication;pubdate;pubtitle;publicationType;year;publisher;sourceAttrib;volume;DocumentURL;britishNursingIndexEdition;classification;classificationCodes;documentFeatures;majorClassificationCodes;notes;startPage;subjectClassifications;subjectTerms;subjects;URL;FindACopy;Database
The Proposed Methods to Improve Teaching of Software Engineering;  The use of software is an essential part of our modern lives. Hence, this increases the importance of studying Software Engineering (SE) course. In general, the software engineering graduates usually lack the necessary skills, expertise, abilities, and sufficient knowledge when beginning their careers in the software industry. Due to that, a majority of students find it difficult to find relevant jobs. This paper proposes novel methods to teach SE course to improve the teaching and enhance knowledge and skills of students. It is proposed to include: identifying the course learning objectives (CLOs) and the required skills of the SE course, combining cooperative learning and mastery learning strategies to teaching software engineering, using social media to teach SE course, and establish the OSES in an educational institution. The goal of this paper is to improve the quality of SE teaching and facilitate students learning to prepare them for their future careers. Qualitative technique is used as a research design to evaluate the proposed solution. The results indicate that this proposal is supported by the majority of professionals working in the academia and industry.;1886771165;;;Scholarly Journals;;"Alabbadi, Afra A;Qureshi, Rizwan J";;; Copyright Modern Education and Computer Science Press Jul 2016;;; Feature;;; Jul 2016;;2075-0161;7; English; English;; n/a; Hong Kong;Jul 2016;International Journal of Modern Education and Computer Science;;2016;;;8;https://search.proquest.com/docview/1886771165?accountid=11774;;;; References;;; 13;; Software engineering , Computer science , Teaching; Software engineering , education , cooperative mastery , social media , industry experts , methods of teaching;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=The+Proposed+Methods+to+Improve+Teaching+of+Software+Engineering&amp;title=International+Journal+of+Modern+Education+and+Computer+Science&amp;issn=20750161&amp;date=2016-07-01&amp;volume=8&amp;issue=7&amp;spage=13&amp;au=Alabbadi%2C+Afra+A%3BQureshi%2C+Rizwan+J&amp;isbn=&amp;jtitle=International+Journal+of+Modern+Education+and+Computer+Science&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection,Social Science Premium Collection
Empowering Students to Create Better Virtual Reality Applications: A Longitudinal Study of a VR Capstone Course;In this paper we present our experiences of teaching an annually organized virtual reality (VR) capstone course. We review three iterations of the course, during which a total of 45 students completed the course and 16 VR applications were implemented. Our comparative analysis describes the students' evaluation of the course, the applications created by them, and their development experiences. The results suggest that our gradual improvements on the course and the utilized software paid off, as the latest of the compared course iterations produced the best feedback and the highest quality VR applications. Our learning assessment analysis reveals that our course is effective in teaching VR application development and having students meet their personal learning goals. We also bring forward our RUIS toolkit that was used in the course with success, and present evidence on how better software toolkits can affect the development experience and allow students to create more impressive applications. Finally we share the lessons learned during five years of teaching the course, introducing several practical considerations for VR course organizers regarding pedagogics, software, and hardware.;1862786298;;;Scholarly Journals;;"Takala, Tuukka M;Malmi, Lauri;Pugliese, Roberto;Takala, Tapio";;; Copyright Institute of Mathematics and Informatics 2016;; 10.15388/infedu.2016.15; Journal Article;;; 2016;;1648-5831;2; English; English;; 287-317; Vilnius;2016;Informatics in Education;;2016;;;15;https://search.proquest.com/docview/1862786298?accountid=11774;;;;;;; 287;; Software , Students , Virtual reality , Education , Toolkits , Virtual reality , Students , Correlation analysis;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Empowering+Students+to+Create+Better+Virtual+Reality+Applications%3A+A+Longitudinal+Study+of+a+VR+Capstone+Course&amp;title=Informatics+in+Education&amp;issn=16485831&amp;date=2016-07-01&amp;volume=15&amp;issue=2&amp;spage=287&amp;au=Takala%2C+Tuukka+M%3BMalmi%2C+Lauri%3BPugliese%2C+Roberto%3BTakala%2C+Tapio&amp;isbn=&amp;jtitle=Informatics+in+Education&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.15388%2Finfedu.2016.15";ProQuest Central,SciTech Premium Collection,Social Science Premium Collection
Spiral and Project-Based Learning with Peer Assessment in a Computer Science Project Management Course;"Different learning methods such as project-based learning, spiral learning and peer assessment have been implemented in science disciplines with different outcomes. This paper presents a proposal for a project management course in the context of a computer science degree. Our proposal combines three well-known methods: project-based learning, spiral learning and peer assessment. Namely, the course is articulated during a semester through the structured (progressive and incremental) development of a sequence of four projects, whose duration, scope and difficulty of management increase as the student gains theoretical and instrumental knowledge related to planning, monitoring and controlling projects. Moreover, the proposal is complemented using peer assessment. The proposal has already been implemented and validated for the last 3&#xa0;years in two different universities. In the first year, project-based learning and spiral learning methods were combined. Such a combination was also employed in the other 2&#xa0;years; but additionally, students had the opportunity to assess projects developed by university partners and by students of the other university. A total of 154 students have participated in the study. We obtain a gain in the quality of the subsequently projects derived from the spiral project-based learning. Moreover, this gain is significantly bigger when peer assessment is introduced. In addition, high-performance students take advantage of peer assessment from the first moment, whereas the improvement in poor-performance students is delayed.";2259588319;;;Scholarly Journals; Dpto. de Matemáticas y Computación, Universidad de La Rioja, Logroño, Spain , Dpto. de Lenguajes y Sistemas Informáticos, Fac. Informática, Universidad del País Vasco, UPV/EHU, Donostia-San Sebastián, Spain , Dpto. de Matemáticas y Computación, Universidad de La Rioja, Logroño, Spain , Dpto. de Lenguajes y Sistemas Informáticos, Fac. Informática, Universidad del País Vasco, UPV/EHU, Donostia-San Sebastián, Spain , Dpto. de Matemáticas y Computación, Universidad de La Rioja, Logroño, Spain , Dpto. de Lenguajes y Sistemas Informáticos, Fac. Informática, Universidad del País Vasco, UPV/EHU, Donostia-San Sebastián, Spain;"Jaime, Arturo;José Miguel Blanco;Domínguez, César;Sánchez, Ana;Heras, Jónathan;Usandizaga, Imanol";;; Journal of Science Education and Technology is a copyright of Springer, (2016). All Rights Reserved.;; 10.1007/s10956-016-9604-x; Journal Article;; 2016-02-01; Jun 2016;;1059-0145;3; English; English;; 439-449; New York;Jun 2016;Journal of Science Education and Technology;;2016;;;25;https://search.proquest.com/docview/2259588319?accountid=11774;;;;;; 2016-01-14 (Registration); 439;; Students , Learning , Project management , Colleges & universities , Teaching methods , Computer science , Learning , Management , Project management , Students; Project-based learning , Spiral learning , Peer assessment , Project management;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aagriculturejournals&amp;atitle=Spiral+and+Project-Based+Learning+with+Peer+Assessment+in+a+Computer+Science+Project+Management+Course&amp;title=Journal+of+Science+Education+and+Technology&amp;issn=10590145&amp;date=2016-06-01&amp;volume=25&amp;issue=3&amp;spage=439&amp;au=Jaime%2C+Arturo%3BJos%C3%A9+Miguel+Blanco%3BDom%C3%ADnguez%2C+C%C3%A9sar%3BS%C3%A1nchez%2C+Ana%3BHeras%2C+J%C3%B3nathan%3BUsandizaga%2C+Imanol&amp;isbn=&amp;jtitle=Journal+of+Science+Education+and+Technology&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.1007%2Fs10956-016-9604-x";ProQuest Central,SciTech Premium Collection
Hackathon for Learning Digital Theology in Computer Science;  Hackathon is an event where programmers and subject field specialists collaborate intensively in teams with the ultimate aim to create and design fresh ICT (information and communication technology) based solutions to a given task in a limited time. In this study, we analyzed students' perceptions and experience in a hackathon where they were to design a concept for an application aimed at people that are preparing for their own death. The hackathon was part of a Digital Theology (DT) course at the university for Computer Science (CS) students. A group of 12 students participated in the event. The participants were divided into three groups. The assignment was presented to all the groups to brainstorm and create a mock-up artefact suitable to tackle the challenge. In the end, each group presented their solution. Due to the limited number of students, we applied descriptive statistics rather than exploring into inferential statistics to analyze the data. By collecting data through questionnaires and interviewing the participants, we concluded that the use of hackathon helped to achieve the learning goals of learning DT. The students expressed their satisfaction in the fact that it provided them with motivation to learn through practice. Also, students agreed that the event helped them to think collaboratively for a refined ideas. The overwhelming satisfaction expressed by the students goes to confirm that hackathon brings out the best creative skills from people through problem-solving.;1886769272;;;Scholarly Journals;;"Kolog, Emmanuel Awuni;Sutinen, Erkki;Nygren, Eeva";;; Copyright Modern Education and Computer Science Press Jun 2016;;; Journal Article;;; Jun 2016;;2075-0161;6; English; English;; n/a; Hong Kong;Jun 2016;International Journal of Modern Education and Computer Science;;2016;;;8;https://search.proquest.com/docview/1886769272?accountid=11774;;;; References;;; 1;; Communications technology , Information technology , Computer science , Technology education; Hackathon , Digital Theology , Computer Science Education , Trans-disciplinary Education;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Hackathon+for+Learning+Digital+Theology+in+Computer+Science&amp;title=International+Journal+of+Modern+Education+and+Computer+Science&amp;issn=20750161&amp;date=2016-06-01&amp;volume=8&amp;issue=6&amp;spage=1&amp;au=Kolog%2C+Emmanuel+Awuni%3BSutinen%2C+Erkki%3BNygren%2C+Eeva&amp;isbn=&amp;jtitle=International+Journal+of+Modern+Education+and+Computer+Science&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection,Social Science Premium Collection
Real-World Software Projects as Tools for the Improvement of Student Motivation and University-Industry Collaboration;Software engineering education has to deal with different challenges nowadays in Hungary. While the number of job offers in this field is continuously increasing the students' interest in programming shows a declining trend. The recognition of the problem led to several initiatives trying to address the existing lack of software engineers and student motivation in programming. This paper reports some of our successful attempts to reverse the unfavorable process. While some short-scale solutions like the usage of Lego mobile robots or team-based laboratory class assignments provided only short term lasting improvements the break-through was achieved by the help of a strong University-Industry collaboration. Real-world software projects as team-work assignments brought benefits for the students as well as for the university and the involved companies. As a large-scale modification of the study program towards the enhancement of the industry readiness of our graduates the key features of the cooperative education are outlined at the end of the paper as well.;1825559233; PQ0003409125;;Scholarly Journals;;Johanyak, Zsolt Csaba;;;; Johanyak, Zsolt Csaba; 10.1109/ICIMSA.2016.7504028; Journal Article , Conference;;; May 2016;;;; English; English;; 1-4;;May 2016;The Institute of Electrical and Electronics Engineers, Inc. (IEEE) Conference Proceedings.; CSAPTjournals , CSAPTconferences;2016; Institute of Electrical and Electronics Engineers, Inc., 3 Park Avenue, 17th Fl New York NY 10016-5997 USA;;;https://search.proquest.com/docview/1825559233?accountid=11774; The Institute of Electrical and Electronics Engineers, Inc. (IEEE) Conference Proceedings. pp. 1-4. May 2016.; 80  Management and Marketing (MT); 80  Management and Marketing (MT);; 80  Management and Marketing (MT);; 1; 80  Management and Marketing (MT); Software , Computer programs , Education , Programming , Motivation , Cooperation , Students , Robots;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=conference&amp;sid=ProQ:ProQ%3Amteabstracts&amp;atitle=Real-World+Software+Projects+as+Tools+for+the+Improvement+of+Student+Motivation+and+University-Industry+Collaboration&amp;title=The+Institute+of+Electrical+and+Electronics+Engineers%2C+Inc.+%28IEEE%29+Conference+Proceedings.&amp;issn=&amp;date=2016-05-01&amp;volume=&amp;issue=&amp;spage=1&amp;au=Johanyak%2C+Zsolt+Csaba&amp;isbn=&amp;jtitle=The+Institute+of+Electrical+and+Electronics+Engineers%2C+Inc.+%28IEEE%29+Conference+Proceedings.&amp;btitle=&amp;rft_id=info:eric/PQ0003409125&amp;rft_id=info:doi/10.1109%2FICIMSA.2016.7504028";SciTech Premium Collection
Play Ball: Bringing Scrum into the Classroom;Scrum has become a widely-used framework for technology development in both private industry and the government. As a result, Information Systems recruiters and executives have recently been placing a focus on students with Scrum knowledge. Unfortunately, current System Analysis and Design textbooks provide cursory attention to Scrum. Thus, the purpose of this paper is to suggest a starting point for teaching Scrum at the university level by presenting a classroom exercise (Ball Game) that can be used as a means for learning Scrum in more detail. This tip accomplishes three things: (1) introduces students to Scrum concepts with an engaging and memorable exercise, (2) provides a means for teaching students about estimation, and (3) offers an approach that allows students to witness firsthand how self-organized teams inspect, adapt, and evolve.;1915750629;;;Scholarly Journals; Computer Information Systems & Business Analytics James Madison University Harrisonburg, VA 22807, USA mayjl@jmu.edu , FoxHedge Ltd 18899 Maplewood Lane Leesburg, VA 20175, USA Jim@FoxHedgeLtd.com , Computer Information Systems & Business Analytics James Madison University Harrisonburg, VA 22807, USA lendindc@jmu.edu;"May, Jeffrey;York, Jim;Lending, Diane";;" Capital One Financial Corp
522210
522291
551111"; Copyright EDSIG Spring 2016;;; Journal Article;;; Spring 2016;;1055-3096;2; English; English;; 87-92; West Lafayette;Spring 2016;Journal of Information Systems Education;;2016;;;27;https://search.proquest.com/docview/1915750629?accountid=11774;;;;;;; 87;; Control theory , Information systems , Pedagogy , Students , Classrooms , Project management , Textbooks , Collaboration , Process controls , Games , Teams , Classrooms , Biological evolution , Systems analysis , Textbooks , Software engineering , Education , Executives , Students , Colleges & universities;;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aabiglobal&amp;atitle=Play+Ball%3A+Bringing+Scrum+into+the+Classroom&amp;title=Journal+of+Information+Systems+Education&amp;issn=10553096&amp;date=2016-04-01&amp;volume=27&amp;issue=2&amp;spage=87&amp;au=May%2C+Jeffrey%3BYork%2C+Jim%3BLending%2C+Diane&amp;isbn=&amp;jtitle=Journal+of+Information+Systems+Education&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection,Social Science Premium Collection
Students teach students: Alternative teaching in Greek secondary education;  The students of a Greek junior high school collaborated to prepare the teaching material of a theoretical Computer Science (CS) course and then shared their understanding with other students. This study investigates two alternative teaching methods (collaborative learning and peer tutoring) and compares the learning results to the traditional learning context. A test was used to measure all participating students' learning results and a questionnaire was distributed to record participant student attitudes towards the alternative teaching conditions. The questionnaire was designed to evaluate each aspect in terms of perceived knowledge, experience, satisfaction, diversity, oddness and interest. The analysis explores potential differences of students' learning results between alternative and traditional teaching and also differences in the two aspects in relation to students' preferences. Results provide evidence that active-learning methods can promote positive attitudinal shifts and improve skills in creativity, teamwork, collaboration and communication. Students perceived higher levels of learning than with traditional teaching. Finally in terms of students' preferences, the majority wanted to have more courses taught with active-learning methods.;1771232493;;;Scholarly Journals;;"Theodoropoulos, Anastasios;Antoniou, Angeliki;Lepouras, George";;; Springer Science+Business Media New York 2016;; 10.1007/s10639-014-9327-7; Feature;;; Mar 2016;;1360-2357;2; English; English;; 373-399; New York;Mar 2016;Education and Information Technologies;;2016;;;21;https://search.proquest.com/docview/1771232493?accountid=11774;;;; References;;; 373;; Peer tutoring , Collaborative learning , Secondary school students , Educational technology , Technology education; Secondary education , Collaborative learning , Peer tutoring , Student collaboration , Peer assessment , Information and communication technologies;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aeducation&amp;atitle=Students+teach+students%3A+Alternative+teaching+in+Greek+secondary+education&amp;title=Education+and+Information+Technologies&amp;issn=13602357&amp;date=2016-03-01&amp;volume=21&amp;issue=2&amp;spage=373&amp;au=Theodoropoulos%2C+Anastasios%3BAntoniou%2C+Angeliki%3BLepouras%2C+George&amp;isbn=&amp;jtitle=Education+and+Information+Technologies&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/10.1007%2Fs10639-014-9327-7";ProQuest Central,Social Science Premium Collection
Experience Teaching Introductory Programming Courses;This paper describes the teaching methods and teaching experiences of an instructor who has been teaching computer science freshmen for more than ten years. Problem-based learning has been used in introductory programming courses to enhance the quality of learning. The common problem in introductory programming courses is that instructors quite often focus mainly on programming language syntax and usage but ignore the real world applications of these language features. Accordingly, students are likely to find out that it is difficult to apply their programming skills on solving complex problems in their high level courses. Through introducing problem-based learning in introductory programming courses, students not only could obtain experience of dealing with complex problems, but also could practice other soft skills, such as team working skills, which could better prepare them for junior and senior level coursework and capstone projects. In addition, other philosophy issues related to teaching introductory courses are discussed and tentative solutions are presented.;1884102969; PQ0004111535;;Scholarly Journals;;Yu, Liguo;;;; Yu, Liguo; 10.4018/IJQAETE.2016010104; Journal Article;;; January 1, 2016;;2155-496X;1; English; English;; 40-53;;January 1, 2016;International Journal of Quality Assurance in Engineering and Technology Education; CSAPTjournals;2016; IGI Global, 701 E. Chocolate Ave. Hershey PA 17033;;5;https://search.proquest.com/docview/1884102969?accountid=11774; International Journal of Quality Assurance in Engineering and Technology Education. Vol. 5, no. 1, pp. 40-53. 1 Jan 2016.; 80  Management and Marketing (MT) , 80  Management and Marketing (CE); 80  Management and Marketing (MT) , 80  Management and Marketing (CE);; 80  Management and Marketing (MT) , 80  Management and Marketing (CE);; 40; 80  Management and Marketing (MT) , 80  Management and Marketing (CE); Skills , Learning , Education , Teaching , Programming , Team working , Students , Instructors; Computer Science Education , Introductory Programming Education , Lab Assignments , Problem-based Learning , Projects , Teaching Philosophy , Teaching Quality , Teamwork;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Acivilengineering&amp;atitle=Experience+Teaching+Introductory+Programming+Courses&amp;title=International+Journal+of+Quality+Assurance+in+Engineering+and+Technology+Education&amp;issn=2155496X&amp;date=2016-01-01&amp;volume=5&amp;issue=1&amp;spage=40&amp;au=Yu%2C+Liguo&amp;isbn=&amp;jtitle=International+Journal+of+Quality+Assurance+in+Engineering+and+Technology+Education&amp;btitle=&amp;rft_id=info:eric/PQ0004111535&amp;rft_id=info:doi/10.4018%2FIJQAETE.2016010104";SciTech Premium Collection
The association between tolerance for ambiguity and fear of negative evaluation: A study of engineering technology capstone courses;For many students in engineering and engineering technology programs in the US, senior capstone design courses require students to form a team, define a problem, and find a feasible technical solution to address this problem. Students must integrate the knowledge and skills acquired during their studies at the college or university level. These truly integrative design activities do not have a single “correct” solution. Instead, there is an array of solutions, many of which could be used to achieve the final result. This ambiguity can cause students to experience anxiety during the projects. This study examined the main topics: • To what extent is a social anxiety (measured as fear of negative evaluation) related to tolerance for ambiguity in senior engineering capstone courses? • How does exposure to ambiguity prior to and during capstone courses affect tolerance for ambiguity? The study looked at the standard educational practices to see if they have unintended consequences, such a social anxiety in dealing with ambiguity. Those consequences are highly undesirable because they reduce students’ learning. It was hypothesized that the lecture-based approaches that are more common in the first three years of study would not prepare students for self-directed capstone courses because the students would rarely have experienced problem-based learning before. The study used a quantitative approach and examined students’ perceptions of their tolerance for ambiguity, and social anxiety before and after their senior capstone design experience. A survey instrument was adapted to measure exposure to ambiguity, which was studied as a potential moderator of the relationship between social anxiety and tolerance for ambiguity. The study indicated that social anxiety, as measured by fear of negative evaluation, does not play a major role in capstone courses. The second finding is that a single course, even if it was administered as a problem-based senior class, failed to increase students’ tolerance for ambiguity. Students with low tolerance have more problems with ambiguity, whereas students with high tolerance can more easily endure changes and find it easier to act in the absence of complete information. The third important finding was that exposure to ambiguity prior to capstone courses does affect tolerance for ambiguity while controlling for instructor and if exposure to ambiguity is included as a moderator. It was not in the scope of this study to explore the effect of instructor more deeply, but this provides a direction for future research, especially in this time of expanding implementation of project- and problem-based learning methods in technical curricula.;1881528147;;;Dissertations & Theses;;Dubikovsky, Sergey I.;;;" Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.";;; Dissertation/Thesis;;; 2016; 978-1-369-64146-2;;; English; English;;;;2016;ProQuest Dissertations and Theses;;2016;;;;https://search.proquest.com/docview/1881528147?accountid=11774;; 0525 Educational psychology , 0537 Engineering , 0714 Science education; 0525 Educational psychology , 0537 Engineering , 0714 Science education;; 0525 Educational psychology , 0537 Engineering , 0714 Science education;;; 0525 Educational psychology , 0537 Engineering , 0714 Science education; Educational psychology , Engineering , Science education; Applied sciences , Education , Exposure to ambiguity , Problem-based learning , Project-based learning , Senior engineering capstone courses , Social anxiety , Tolerance for ambiguity;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:Matericals+Science+%26+Engineering+Dissertations&amp;atitle=&amp;title=The+association+between+tolerance+for+ambiguity+and+fear+of+negative+evaluation%3A+A+study+of+engineering+technology+capstone+courses&amp;issn=&amp;date=2016-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Dubikovsky%2C+Sergey+I.&amp;isbn=978-1-369-64146-2&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";SciTech Premium Collection
Experience Teaching Introductory Programming Courses;  This paper describes the teaching methods and teaching experiences of an instructor who has been teaching computer science freshmen for more than ten years. Problem-based learning has been used in introductory programming courses to enhance the quality of learning. The common problem in introductory programming courses is that instructors quite often focus mainly on programming language syntax and usage but ignore the real world applications of these language features. Accordingly, students are likely to find out that it is difficult to apply their programming skills on solving complex problems in their high level courses. Through introducing problem-based learning in introductory programming courses, students not only could obtain experience of dealing with complex problems, but also could practice other soft skills, such as team working skills, which could better prepare them for junior and senior level coursework and capstone projects. In addition, other philosophy issues related to teaching introductory courses are discussed and tentative solutions are presented.;1872776461;;;Scholarly Journals;;Yu, Liguo;;; Copyright IGI Global Jan-Mar 2016;;; Journal Article;;; Jan-Mar 2016;;2155-496X;1; English; English;;; Hershey;Jan-Mar 2016;International Journal of Quality Assurance in Engineering and Technology Education;;2016;;;5;https://search.proquest.com/docview/1872776461?accountid=11774;;;;;;; 40;;; Computer Science Education , Introductory Programming Education , Lab Assignments , Problem-based Learning , Projects , Teaching Philosophy , Teaching Quality , Teamwork;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Aengineeringjournals&amp;atitle=Experience+Teaching+Introductory+Programming+Courses&amp;title=International+Journal+of+Quality+Assurance+in+Engineering+and+Technology+Education&amp;issn=2155496X&amp;date=2016-01-01&amp;volume=5&amp;issue=1&amp;spage=40&amp;au=Yu%2C+Liguo&amp;isbn=&amp;jtitle=International+Journal+of+Quality+Assurance+in+Engineering+and+Technology+Education&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection
Communication patterns and strategies in software development communities of practice;Some of the greatest challenges in the relatively new field of software development lie in the decidedly old technology of communication between humans. Software projects require sophisticated and varied communication skills because software developers work in a world of incomplete, imperfect information where teams evolve rapidly in response to evolving requirements and changing collaborators. While prescriptive models for software process such as Agile suggest ways of doing, in reality these codified practices must adapt to the complexities of a real workplace. Patterns, rather than rules of behavior within software process are more suitable to the varied and mutable nature of software development. Software development communities are also learning communities, attempting to sustain themselves through internal ambiguity and external changes. We study different types of software development communities to fulfill our goal of understanding how these communities implement and evolve different communication strategies to sustain themselves through change. We observe student software development projects, open source software development, and a professional, rigorously Agile software development community. We employ Wenger's concept of Community of Practice to frame our understanding, especially focusing on the notions of identity, participation, reification, negotiation of meaning and trajectory of the participants of the software development communities. From these different sources, we identify the emergent themes of mentoring and knowledge management as critical for sustainable communities. Through our long running, immersive, participant observer, ethnographic study of the Agile software development community, we contribute both a quantitative and qualitative analysis of the their communication practices and depict the evolving nature of their onboarding and mentoring strategies. We share our experience of implementing such an immersive industry ethnographic study. We employ a pattern language approach to capturing, analyzing and representing our results, thereby contributing and relating to the larger bodies of work in Scrum and Organizational Patterns. This work also informs our concurrent efforts to enhance our undergraduate computer science and software engineering curriculum, exposing students to the communication challenges of real software development and help them to develop skills to meet these challenges through practice in inquiry, critique and reflection.;1847984196;;;Dissertations & Theses;;Kumar, Shreya;;;" Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.";;; Dissertation/Thesis;;; 2016; 978-1-369-22686-7;;; English; English;;;;2016;ProQuest Dissertations and Theses;;2016;;;;https://search.proquest.com/docview/1847984196?accountid=11774;; 0515 Education , 0984 Computer science; 0515 Education , 0984 Computer science;; 0515 Education , 0984 Computer science;;; 0515 Education , 0984 Computer science; Education , Computer science; Applied sciences , Education , Communication patterns , Communities of practice , Organizational patterns , Pogil , Software development practice , Software engineering curriculum;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:Education+Database&amp;atitle=&amp;title=Communication+patterns+and+strategies+in+software+development+communities+of+practice&amp;issn=&amp;date=2016-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Kumar%2C+Shreya&amp;isbn=978-1-369-22686-7&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central,SciTech Premium Collection,Social Science Premium Collection
An analysis of stakeholders communication in collaborative software development projects;Software development is a multidisciplinary collaboration involving many stakeholders. However, existing software development processes exhibit many issues related to that collaboration. Because prior research on stakeholder analysis and teamwork revealed the importance of communication, this study analyzed stakeholder communication with reference to team activities as a social and cognitive process. The study’s goal was to understand the collaboration process during software development and to delineate factors that influence this process. We focused on communication between the software developers and their clients during the requirements gathering phase, the team process, and the inter-team and interdisciplinary collaboration, in particular between software engineers and technical communicators. First, we conducted observations to help uncover the causes of variances in collaboration performance. Then we modified aspects of the collaboration process and compared team performance. We also performed an experimental study to further test the supporting effect of clients’ documents on requirement gathering. Finally, teams’ working structures and their impact on team performance were investigated using social network analysis. Among our findings was that clients are critical to the success of software development. Providing teams with documents that support requirement gathering facilitates team efficiency, but there is a trade-off in that team members may generate fewer creative ideas. Another finding was that software teams should ensure that members from all disciplines actively participate in projects. Finally, although teams need leadership, effective leadership is not a strong team member performing all coordination and tasks. A moderately centralized team structure is preferred.;1847984084;;;Dissertations & Theses;;Zhang, Wei;;;" Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.";;; Dissertation/Thesis;;; 2016; 978-1-369-22761-1;;; English; English;;;;2016;ProQuest Dissertations and Theses;;2016;;;;https://search.proquest.com/docview/1847984084?accountid=11774;; 0633 Cognitive psychology; 0633 Cognitive psychology;; 0633 Cognitive psychology;;; 0633 Cognitive psychology; Cognitive psychology; Psychology , Communication , Social network analysis , Software development , Teamwork;;"http://sfx.nelliportaali.fi/nelli09b?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:Psychology+Database&amp;atitle=&amp;title=An+analysis+of+stakeholders+communication+in+collaborative+software+development+projects&amp;issn=&amp;date=2016-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Zhang%2C+Wei&amp;isbn=978-1-369-22761-1&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/";ProQuest Central
